Código;Tipo de institución;Nombre de institución;"Acreditación institución 
(Al 30 de octubre 2020)";Área;Nombre carrera genérica;Nombre carrera (del título);% titulados con continuidad de estudios;Retención 1er año; Duración Real (semestres) ;Empleabilidad 1er año;Empleabilidad 2° año;Ingreso promedio al 4° año de titulación
90;Universidades;Universidad Austral de Chile;6 años;Tecnología;Ingeniería Naval;Ingeniería Naval;0.0%;93.3%; s/i ;71.7%;88.7%;s/i
90;Universidades;Universidad Austral de Chile;6 años;Salud;Kinesiología;Kinesiología;1.0%;94.6%; 12.0 ;38.9%;60.8%;De $1 millón a $1 millón 100 mil
90;Universidades;Universidad Austral de Chile;6 años;Salud;Medicina;Medicina;24.2%;95.7%; 16.1 ;90.6%;89.1%;Sobre $2 millones 500 mil
90;Universidades;Universidad Austral de Chile;6 años;Agropecuaria;Medicina Veterinaria;Medicina Veterinaria;5.7%;97.2%; 16.3 ;66.4%;68.2%;De $1 millón a $1 millón 100 mil
90;Universidades;Universidad Austral de Chile;6 años;Salud;Obstetricia y Puericultura;Obstetricia y Puericultura;0.0%;98.0%; 12.4 ;95.7%;97.7%;De $1 millón 400 mil a $1 millón 500 mil
90;Universidades;Universidad Austral de Chile;6 años;Salud;Odontología;Odontología;8.1%;87.7%; 16.6 ;70.9%;80.9%;De $1 millón 500 mil a $1 millón 600 mil
90;Universidades;Universidad Austral de Chile;6 años;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;0.0%;97.9%; 10.5 ;99.0%;96.2%;s/i
90;Universidades;Universidad Austral de Chile;6 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física, Deportes y Recreación;8.5%;83.9%; 10.3 ;37.7%;63.4%;De $700 mil a $800 mil
90;Universidades;Universidad Austral de Chile;6 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia y Ciencias Sociales;21.6%;84.8%; s/i ;54.3%;80.8%;De $700 mil a $800 mil
90;Universidades;Universidad Austral de Chile;6 años;Educación;Pedagogía en Idiomas;Pedagogía en Comunicación en Lengua Inglesa;3.8%;97.8%; 10.9 ;67.2%;80.4%;De $800 mil a $900 mil
90;Universidades;Universidad Austral de Chile;6 años;Educación;Pedagogía en Lenguaje, Comunicación y/o Castellano;Pedagogía en Lenguaje y Comunicación;14.5%;79.5%; 10.3 ;75.0%;89.4%;De $700 mil a $800 mil
90;Universidades;Universidad Austral de Chile;6 años;Ciencias Sociales;Periodismo;Periodismo;1.3%;81.7%; s/i ;59.0%;73.3%;De $800 mil a $900 mil
90;Universidades;Universidad Austral de Chile;6 años;Ciencias Sociales;Psicología;Psicología;2.6%;94.9%; 11.3 ;68.1%;89.0%;De $800 mil a $900 mil
90;Universidades;Universidad Austral de Chile;6 años;Salud;Química y Farmacia;Química y Farmacia;1.0%;89.9%; 15.6 ;100.0%;96.2%;De $1 millón 600 mil a $1 millón 700 mil
90;Universidades;Universidad Austral de Chile;6 años;Salud;Tecnología Médica;Tecnología Médica;0.6%;92.1%; 15.0 ;69.9%;90.0%;De $1 millón 200 mil a $1 millón 300 mil
90;Universidades;Universidad Austral de Chile;6 años;Salud;Terapia Ocupacional;Terapia Ocupacional;1.7%;90.7%; 13.6 ;67.3%;86.7%;De $1 millón a $1 millón 100 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería en Administración;3.2%;s/i; s/i ;68.3%;77.4%;De $900 mil a $1 millón
31;Universidades;Universidad Autónoma de Chile;4 años;Administración y Comercio;Contador Auditor;Contador Público Auditor, y Auditoría y Control de Gestión;2.1%;83.2%; 10.0 ;88.1%;89.1%;De $1 millón a $1 millón 100 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Salud;Enfermería;Enfermería;0.2%;93.2%; 13.1 ;51.8%;81.2%;De $1 millón 200 mil a $1 millón 300 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Salud;Fonoaudiología;Fonoaudiología;1.5%;89.9%; 12.5 ;36.0%;64.8%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;1.8%;84.2%; s/i ;77.3%;87.2%;s/i
31;Universidades;Universidad Autónoma de Chile;4 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.7%;85.2%; 13.8 ;75.3%;83.6%;De $1 millón 200 mil a $1 millón 300 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Tecnología;Ingeniería en Construcción;Ingeniería en Construcción;0.0%;83.9%; s/i ;66.7%;82.3%;De $1 millón 100 mil a $1 millón 200 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Salud;Kinesiología;Kinesiología;1.3%;85.9%; 14.0 ;30.2%;59.3%;De $900 mil a $1 millón
31;Universidades;Universidad Autónoma de Chile;4 años;Salud;Medicina;Medicina;12.2%;95.9%; 17.3 ;96.6%;n/a;s/i
31;Universidades;Universidad Autónoma de Chile;4 años;Salud;Nutrición y Dietética;Nutrición y Dietética;0.4%;77.9%; 14.4 ;51.5%;66.8%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Salud;Obstetricia y Puericultura;Obstetricia y Puericultura;0.3%;97.8%; 13.8 ;93.5%;98.0%;De $1 millón 300 mil a $1 millón 400 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Salud;Odontología;Odontología;4.2%;89.3%; 15.3 ;73.6%;92.9%;s/i
31;Universidades;Universidad Autónoma de Chile;4 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación Básica;2.8%;90.9%; 9.6 ;89.8%;95.1%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Educación;Pedagogía en Educación de Párvulos;Pedagogía en Educación Parvularia;0.3%;94.5%; 8.7 ;75.1%;84.8%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;5.0%;89.3%; 10.3 ;52.9%;68.3%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia, Geografía y Ciencias Sociales;2.9%;90.3%; 10.0 ;54.7%;76.9%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés;1.1%;82.2%; 11.0 ;52.4%;70.6%;De $600 mil a $700 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Educación;Pedagogía en Lenguaje, Comunicación y/o Castellano;Pedagogía en Castellano y en Lengua Castellana y Comunicación;1.6%;s/i; s/i ;83.3%;92.7%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Ciencias Sociales;Psicología;Psicología;0.7%;90.8%; 10.9 ;55.0%;84.1%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico Universitario en Administración de Empresas;66.7%;75.4%; 5.9 ;38.6%;46.2%;De $700 mil a $800 mil
31;Universidades;Universidad Autónoma de Chile;4 años;Salud;Terapia Ocupacional;Terapia Ocupacional;0.2%;93.0%; 11.6 ;51.4%;80.9%;De $900 mil a $1 millón
31;Universidades;Universidad Autónoma de Chile;4 años;Ciencias Sociales;Trabajo Social;Trabajo Social;3.2%;90.8%; 11.4 ;46.2%;73.0%;De $700 mil a $800 mil
50;Universidades;Universidad Bernardo O'Higgins;4 años;Salud;Enfermería;Enfermería;2.4%;89.6%; 13.2 ;43.0%;79.4%;De $1 millón 300 mil a $1 millón 400 mil
50;Universidades;Universidad Bernardo O'Higgins;4 años;Tecnología;Ingeniería en Prevención de Riesgos;Ingeniería de Ejecución en Prevención de Riesgos y Medio Ambiente;6.2%;s/i; s/i ;53.7%;72.6%;De $800 mil a $900 mil
50;Universidades;Universidad Bernardo O'Higgins;4 años;Salud;Kinesiología;Kinesiología;4.9%;72.5%; 12.8 ;46.7%;60.2%;s/i
50;Universidades;Universidad Bernardo O'Higgins;4 años;Salud;Nutrición y Dietética;Nutrición y Dietética;0.0%;74.1%; 13.1 ;34.7%;n/a;s/i
50;Universidades;Universidad Bernardo O'Higgins;4 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física, Deporte y Recreación;4.6%;s/i; 11.2 ;54.6%;69.0%;De $700 mil a $800 mil
50;Universidades;Universidad Bernardo O'Higgins;4 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia y Geografía en Enseñanza Media;8.8%;s/i; s/i ;50.0%;79.5%;De $700 mil a $800 mil
50;Universidades;Universidad Bernardo O'Higgins;4 años;Ciencias Sociales;Psicología;Psicología;2.6%;86.6%; 12.2 ;50.9%;71.7%;De $800 mil a $900 mil
7;Universidades;Universidad Bolivariana;No;Educación;Pedagogía en Educación Básica;Pedagogía en Educación Básica;9.6%;s/i; 15.0 ;92.3%;90.6%;De $700 mil a $800 mil
7;Universidades;Universidad Bolivariana;No;Educación;Pedagogía en Educación de Párvulos;Pedagogía en Educación Parvularia;1.1%;s/i; 10.6 ;79.0%;n/a;s/i
7;Universidades;Universidad Bolivariana;No;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;1.4%;s/i; 9.9 ;92.3%;92.6%;De $900 mil a $1 millón
7;Universidades;Universidad Bolivariana;No;Ciencias Sociales;Trabajo Social;Trabajo Social;3.2%;s/i; s/i ;84.3%;90.7%;s/i
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.2%;88.0%; 11.7 ;81.3%;90.7%;De $1 millón 200 mil a $1 millón 300 mil
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Salud;Kinesiología;Kinesiología;1.2%;84.2%; 13.4 ;42.4%;52.4%;s/i
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación Básica;0.0%;88.1%; 8.2 ;91.1%;89.4%;De $700 mil a $800 mil
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;4.3%;87.1%; 8.7 ;74.4%;90.2%;De $600 mil a $700 mil
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;0.6%;86.9%; 9.8 ;93.8%;94.3%;De $700 mil a $800 mil
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;7.4%;88.8%; 10.6 ;50.0%;70.1%;De $700 mil a $800 mil
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia y Geografía;5.0%;76.1%; s/i ;68.1%;82.8%;De $700 mil a $800 mil
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés;0.0%;82.2%; s/i ;53.8%;74.3%;De $600 mil a $700 mil
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Ciencias Sociales;Psicología;Psicología;0.0%;85.9%; 11.6 ;59.0%;81.8%;De $800 mil a $900 mil
42;Universidades;Universidad Católica Cardenal Raúl Silva Henríquez;4 años;Ciencias Sociales;Trabajo Social;Trabajo Social;8.5%;78.3%; 9.5 ;56.3%;77.0%;De $700 mil a $800 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Administración y Comercio;Administración de Empresas e Ing. Asociadas;Ingeniería de Ejecución en Administración de Empresas;4.5%;s/i; s/i ;69.0%;81.2%;De $900 mil a $1 millón
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Administración y Comercio;Contador Auditor;Contador Auditor;4.7%;83.1%; s/i ;70.7%;83.2%;De $900 mil a $1 millón
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Salud;Enfermería;Enfermería;0.5%;92.4%; 10.9 ;62.4%;87.0%;De $1 millón 300 mil a $1 millón 400 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Informática;2.2%;80.7%; s/i ;84.3%;86.7%;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;4.2%;83.9%; 15.6 ;78.4%;84.1%;De $1 millón 300 mil a $1 millón 400 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería;Ingeniería Civil;4.5%;82.7%; 16.2 ;73.5%;85.8%;De $1 millón 400 mil a $1 millón 500 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;2.3%;85.9%; 12.5 ;65.0%;75.4%;De $900 mil a $1 millón
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Ingeniería en Prevención de Riesgos;Ingeniería de Ejecución en Prevención de Riesgos;2.0%;s/i; s/i ;54.4%;64.0%;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Ingeniería Industrial;Ingeniería de Ejecución Industrial;3.9%;s/i; 11.5 ;70.5%;75.4%;De $1 millón a $1 millón 100 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Salud;Kinesiología;Kinesiología;4.5%;89.7%; 12.2 ;26.4%;56.8%;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Salud;Medicina;Medicina;1.9%;93.7%; 14.3 ;97.3%;95.0%;Sobre $2 millones 500 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Salud;Nutrición y Dietética;Nutrición y Dietética;0.8%;78.3%; 12.3 ;23.1%;53.6%;De $700 mil a $800 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación Básica;3.1%;92.7%; 10.5 ;85.7%;88.2%;De $700 mil a $800 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Pedagogía en Educación de Párvulos;Educación de Párvulos;0.0%;94.1%; s/i ;68.9%;81.9%;De $700 mil a $800 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;3.6%;92.3%; 10.3 ;90.8%;95.3%;De $800 mil a $900 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;10.7%;82.6%; 12.3 ;56.9%;n/a;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Pedagogía en Idiomas;Pedagogía en Educación Media en Inglés;2.1%;86.7%; 12.0 ;51.7%;75.2%;De $700 mil a $800 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Pedagogía en Lenguaje, Comunicación y/o Castellano;Pedagogía en Educación Media en Lenguaje y Comunicación;12.6%;88.9%; 11.8 ;86.5%;85.9%;De $800 mil a $900 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Pedagogía en Matemáticas y Computación;Pedagogía Educación Media en Matemática;7.1%;100.0%; s/i ;92.3%;98.3%;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Ciencias Sociales;Periodismo;Periodismo;3.2%;89.4%; 12.5 ;67.5%;82.8%;De $800 mil a $900 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Técnico Asistente del Educador de Párvulos;Técnico Universitario en Educación de Párvulos;11.2%;87.4%; 4.2 ;17.5%;41.1%;De $400 mil a $500 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Administración y Comercio;Técnico en Administración de Empresas;Técnico Universitario en Administración;69.0%;75.8%; 4.5 ;35.3%;47.8%;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Técnico en Construcción y Obras Civiles;Técnico Universitario en Construcción;66.0%;60.6%; s/i ;43.7%;42.2%;De $700 mil a $800 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Educación;Técnico en Deporte, Recreación y Preparación Física;Técnico Universitario en Actividad Física y Salud;11.1%;83.9%; s/i ;19.4%;35.2%;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Salud;Técnico en Enfermería;Técnico Universitario en Enfermería;7.1%;81.9%; 5.4 ;26.6%;41.0%;De $400 mil a $500 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Técnico en Instrumentación, Automatización y Control Industrial;Técnico Universitario en Automatización Industrial;54.5%;69.3%; 5.7 ;45.1%;61.5%;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Administración y Comercio;Técnico en Logística;Técnico Universitario en Logística;55.5%;75.0%; 4.3 ;53.4%;69.0%;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Técnico en Prevención de Riesgos;Técnico Universitario en Prevención de Riesgos;40.8%;s/i; 6.2 ;31.7%;40.2%;De $500 mil a $600 mil
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Tecnología;Técnico en Refrigeración y Climatización;Técnico Universitario en Refrigeración y Climatización;31.2%;80.4%; s/i ;70.0%;n/a;s/i
93;Universidades;Universidad Católica de la Santísima Concepción;4 años;Ciencias Sociales;Trabajo Social;Trabajo Social;1.5%;84.5%; 10.8 ;47.2%;68.0%;De $700 mil a $800 mil
94;Universidades;Universidad Católica de Temuco;5 años;Agropecuaria;Agronomía;Agronomía;0.0%;74.5%; s/i ;50.9%;65.6%;De $1 millón a $1 millón 100 mil
94;Universidades;Universidad Católica de Temuco;5 años;Ciencias Sociales;Antropología;Antropología;15.9%;s/i; s/i ;50.0%;53.8%;s/i
94;Universidades;Universidad Católica de Temuco;5 años;Arte y Arquitectura;Artes y Licenciatura en Artes;Licenciatura en Artes Visuales;15.1%;82.0%; s/i ;18.8%;40.6%;s/i
94;Universidades;Universidad Católica de Temuco;5 años;Salud;Fonoaudiología;Fonoaudiología;0.0%;97.3%; 11.7 ;27.8%;65.5%;s/i
94;Universidades;Universidad Católica de Temuco;5 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Informática;1.6%;77.8%; s/i ;76.4%;90.7%;De $1 millón 100 mil a $1 millón 200 mil
94;Universidades;Universidad Católica de Temuco;5 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;0.0%;85.1%; s/i ;61.7%;82.6%;De $1 millón 200 mil a $1 millón 300 mil
94;Universidades;Universidad Católica de Temuco;5 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.7%;89.0%; 13.6 ;56.9%;74.0%;De $1 millón 100 mil a $1 millón 200 mil
94;Universidades;Universidad Católica de Temuco;5 años;Agropecuaria;Medicina Veterinaria;Medicina Veterinaria;0.8%;81.7%; s/i ;64.8%;79.1%;De $1 millón a $1 millón 100 mil
94;Universidades;Universidad Católica de Temuco;5 años;Salud;Nutrición y Dietética;Nutrición y Dietética;0.0%;89.4%; 12.5 ;20.4%;n/a;s/i
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación Básica;1.1%;93.9%; s/i ;92.2%;91.1%;De $800 mil a $900 mil
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Pedagogía en Educación de Párvulos;Educación de Párvulos;2.1%;86.2%; 9.4 ;88.5%;96.3%;De $700 mil a $800 mil
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Diferencial;3.3%;91.8%; 11.0 ;96.1%;96.0%;De $800 mil a $900 mil
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;1.8%;86.7%; 12.6 ;53.5%;67.8%;De $800 mil a $900 mil
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Pedagogía en Historia, Geografía y Ciencias Sociales;Pedagogía en Historia, Geografía y Ciencias Sociales;1.2%;63.0%; s/i ;69.9%;88.6%;s/i
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés;0.7%;89.9%; 13.5 ;65.6%;81.0%;De $700 mil a $800 mil
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Pedagogía en Matemáticas y Computación;Pedagogía Media en Matemática;2.0%;67.7%; s/i ;84.8%;98.3%;De $800 mil a $900 mil
94;Universidades;Universidad Católica de Temuco;5 años;Ciencias Sociales;Psicología;Psicología;1.0%;92.0%; 11.6 ;57.0%;84.0%;s/i
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Técnico Asistente del Educador de Párvulos;Técnico Universitario en Educación Parvularia;15.1%;93.4%; 4.4 ;59.6%;69.9%;s/i
94;Universidades;Universidad Católica de Temuco;5 años;Educación;Técnico en Deporte, Recreación y Preparación Física;Técnico Universitario en Preparación Física;52.6%;84.4%; 4.7 ;10.5%;9.8%;s/i
94;Universidades;Universidad Católica de Temuco;5 años;Ciencias Sociales;Trabajo Social;Trabajo Social;0.0%;87.5%; 11.4 ;49.2%;66.7%;De $800 mil a $900 mil
92;Universidades;Universidad Católica del Maule;5 años;Agropecuaria;Agronomía;Agronomía;0.8%;80.0%; 16.6 ;68.1%;71.9%;De $1 millón a $1 millón 100 mil
92;Universidades;Universidad Católica del Maule;5 años;Administración y Comercio;Contador Auditor;Auditoría;1.9%;89.2%; 13.7 ;73.4%;n/a;s/i
92;Universidades;Universidad Católica del Maule;5 años;Salud;Enfermería;Enfermería;0.3%;92.1%; 12.8 ;78.7%;92.2%;De $1 millón 400 mil a $1 millón 500 mil
92;Universidades;Universidad Católica del Maule;5 años;Tecnología;Ingeniería en Construcción;Ingeniería en Construcción;2.4%;72.1%; 14.9 ;75.5%;84.2%;De $1 millón a $1 millón 100 mil
92;Universidades;Universidad Católica del Maule;5 años;Salud;Kinesiología;Kinesiología;0.9%;88.6%; 12.6 ;44.3%;72.2%;De $1 millón a $1 millón 100 mil
92;Universidades;Universidad Católica del Maule;5 años;Salud;Medicina;Medicina;7.1%;94.5%; 16.4 ;98.3%;96.6%;Sobre $2 millones 500 mil
92;Universidades;Universidad Católica del Maule;5 años;Salud;Nutrición y Dietética;Nutrición y Dietética;0.0%;85.5%; 11.9 ;29.7%;73.7%;s/i
92;Universidades;Universidad Católica del Maule;5 años;Educación;Pedagogía en Ciencias;Pedagogía en Ciencias;12.5%;86.0%; 11.1 ;78.9%;85.8%;De $800 mil a $900 mil
92;Universidades;Universidad Católica del Maule;5 años;Educación;Pedagogía en Educación Básica;Pedagogía en Educación General Básica;0.0%;88.5%; 10.4 ;86.9%;92.2%;De $700 mil a $800 mil
92;Universidades;Universidad Católica del Maule;5 años;Educación;Pedagogía en Educación de Párvulos;Educación Parvularia;2.1%;89.6%; s/i ;93.1%;92.4%;De $700 mil a $800 mil
92;Universidades;Universidad Católica del Maule;5 años;Educación;Pedagogía en Educación Diferencial;Pedagogía en Educación Especial;8.3%;98.8%; 9.8 ;95.0%;96.4%;De $800 mil a $900 mil
92;Universidades;Universidad Católica del Maule;5 años;Educación;Pedagogía en Educación Física;Pedagogía en Educación Física;5.1%;88.1%; 11.0 ;55.4%;68.8%;De $700 mil a $800 mil
92;Universidades;Universidad Católica del Maule;5 años;Educación;Pedagogía en Lenguaje, Comunicación y/o Castellano;Pedagogía en Lengua Castellana y Comunicación;4.7%;94.2%; 10.3 ;85.0%;n/a;s/i
92;Universidades;Universidad Católica del Maule;5 años;Educación;Pedagogía en Matemáticas y Computación;Pedagogía en Matemática y Computación;4.8%;80.8%; 11.7 ;93.4%;94.9%;De $800 mil a $900 mil
92;Universidades;Universidad Católica del Maule;5 años;Ciencias Sociales;Psicología;Psicología;2.1%;93.3%; 11.1 ;69.0%;90.3%;De $800 mil a $900 mil
92;Universidades;Universidad Católica del Maule;5 años;Ciencias Sociales;Trabajo Social;Trabajo Social;2.1%;91.3%; 11.5 ;65.8%;78.8%;De $800 mil a $900 mil
91;Universidades;Universidad Católica del Norte;6 años;Arte y Arquitectura;Arquitectura;Arquitectura;6.8%;75.5%; 21.4 ;73.3%;85.1%;De $1 millón 400 mil a $1 millón 500 mil
91;Universidades;Universidad Católica del Norte;6 años;Ciencias Básicas;Biología Marina y Ecología Marina;Biología Marina;13.5%;74.1%; s/i ;66.7%;65.6%;s/i
91;Universidades;Universidad Católica del Norte;6 años;Salud;Enfermería;Enfermería;0.0%;97.5%; 12.7 ;92.2%;96.2%;De $1 millón 400 mil a $1 millón 500 mil
91;Universidades;Universidad Católica del Norte;6 años;Ciencias Básicas;Geología;Geología;10.9%;82.5%; 20.1 ;75.9%;91.5%;De $1 millón 800 mil a $1 millón 900 mil
91;Universidades;Universidad Católica del Norte;6 años;Tecnología;Ingeniería Civil Ambiental;Ingeniería Civil Ambiental;8.2%;64.5%; s/i ;76.2%;80.4%;De $1 millón 500 mil a $1 millón 600 mil
91;Universidades;Universidad Católica del Norte;6 años;Tecnología;Ingeniería Civil en Computación e Informática;Ingeniería Civil en Computación e Informática;3.9%;81.5%; 17.6 ;80.6%;86.0%;s/i
91;Universidades;Universidad Católica del Norte;6 años;Tecnología;Ingeniería Civil Industrial;Ingeniería Civil Industrial;0.6%;86.3%; 15.2 ;83.2%;86.5%;De $1 millón 800 mil a $1 millón 900 mil
91;Universidades;Universidad Católica del Norte;6 años;Tecnología;Ingeniería Civil Metalúrgica;Ingeniería Civil Metalúrgica;6.5%;78.4%; 19.8 ;77.1%;n/a;s/i
91;Universidades;Universidad Católica del Norte;6 años;Tecnología;Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería;Ingeniería Civil;0.8%;80.0%; 21.4 ;96.7%;94.2%;s/i
91;Universidades;Universidad Católica del Norte;6 años;Administración y Comercio;Ingeniería Comercial;Ingeniería Comercial;1.4%;88.3%; 12.1 ;77.2%;80.2%;De $1 millón 300 mil a $1 millón 400 mil
91;Universidades;Universidad Católica del Norte;6 años;Tecnología;Ingeniería en Construcción;Ingeniería en Construcción;2.3%;68.8%; 17.1 ;91.4%;96.2%;De $1 millón 500 mil a $1 millón 600 mil
91;Universidades;Universidad Católica del Norte;6 años;Administración y Comercio;Ingeniería en Control de Gestión;Ingeniería en Información y Control de Gestión;5.4%;83.7%; 12.8 ;78.6%;87.8%;s/i
91;Universidades;Universidad Católica del Norte;6 años;Tecnología;Ingeniería en Minas y Metalurgia;Ingeniería de Ejecución en Metalurgia;17.0%;s/i; s/i ;57.5%;80.4%;De $1 millón 400 mil a $1 millón 500 mil
91;Universidades;Universidad Católica del Norte;6 años;Tecnología;Ingeniería en Prevención de Riesgos;Ingeniería de Ejecución en Prevención de Riesgos y Medio Ambiente;8.0%;82.4%; 12.4 ;57.9%;66.5%;De $800 mil a $900 mil
91;Universidades;Universidad Católica del Norte;6 años;Salud;Kinesiología;Kinesiología;1.4%;87.5%; s/i ;41.3%;60.2%;De $900 mil a $1 millón
91;Universidades;Universidad Católica del Norte;6 años;Salud;Medicina;Medicina;10.7%;93.1%; 16.0 ;91.3%;93.5%;Sobre $2 millones 500 mil
91;Universidades;Universidad Católica del Norte;6 años;Educación;Pedagogía en Idiomas;Pedagogía en Inglés;3.8%;80.0%; 11.6 ;75.0%;78.8%;De $800 mil a $900 mil
91;Universidades;Universidad Católica del Norte;6 años;Ciencias Sociales;Periodismo;Periodismo;2.8%;84.0%; 11.4 ;61.4%;75.4%;De $900 mil a $1 millón
